id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
67003	AcreageSemi-rural	2022-10-01	$900,000	2022-11-23	$900,000	3	2	5		5.6	Burchell Higgins Property Sales	122-tantawangalo-lane-candelo-nsw-2550
67007	House	2022-10-01	$865,000 - $900,000	2022-10-28	Undisclosed	4	2	2		942.0	PRD Wagga Wagga	1-beaurepaire-street-boorooma-nsw-2650
67008	House	2022-10-02	$1,560,000	2022-10-18	$1,560,000	5	3	3		840.0	Henley Property - Jindabyne	17-rainbow-drive-east-jindabyne-nsw-2627
67463	House	2022-10-04	$600,000 - $640,000	2022-09-29	$626,000	3	2	2		698.0	One Agency Wagga Wagga	6-ross-parkway-gobbagombalin-nsw-2650
67532	House	2022-10-04	Sold Prior to Auction	2022-10-14	Undisclosed	4	2	2	5.0	536.0	Luton Gungahlin	3-timbs-street-casey-act-2913
67546	House	2022-10-04	$350,000	2022-10-20	Undisclosed	2	1	1		708.2	Raine & Horne Young	26-brock-street-young-nsw-2594
67550	House	2022-10-04	$1,110,000	2022-10-14	$1,110,000	4	2	2	1.0	871.0	home.by holly	68-doyle-terrace-chapman-act-2611
67552	AcreageSemi-rural	2022-10-04	$830,000	2022-09-30	$810,000	4	2	3		1.8	Raine & Horne Young	29-belmore-road-young-nsw-2594
67553	Townhouse	2022-10-04	Auction 26/10/2022	2022-10-27	Undisclosed	2	1	1	1.5	256.0	Bastion Property Group	11-92-dexter-street-cook-act-2614
67559	House	2022-10-04	$695,000	2022-11-08	$680,000	4	2	2		765.0	Henley Property - Cooma	39-bligh-street-cooma-nsw-2630
67566	House	2022-10-05	$549,000	2022-11-09	$560,000	3	1	3		1062.0	One Agency Wagga Wagga	21-plumpton-road-kooringal-nsw-2650
67568	House	2022-10-05	$965,000 - $995,000	2022-11-14	$980,000	5	2	2		928.0	One Agency Wagga Wagga	17-atherton-crescent-tatton-nsw-2650
67569	House	2022-10-05	$420,000	2022-11-03	$420,000	3	1	2		1024.0	One Agency Wagga Wagga	9-bungown-place-mount-austin-nsw-2650
67570	House	2022-10-05	$975,000 - $1,025,000	2022-10-31	$995,000	4	2	2		1036.0	One Agency Wagga Wagga	5-kyalla-place-bourkelands-nsw-2650
67572	House	2022-10-05	Auction Saturday 29th October at 9am	2022-10-29	$820,000	3	1	3	5.0	663.0	McCann Properties	41-cuthbert-circuit-wanniassa-act-2903
67573	Townhouse	2022-10-05	Auction 29/10/2022	2022-10-26	Undisclosed	4	2	2	6.0		Independent Gungahlin	50-11-gustin-street-coombs-act-2611
67577	House	2022-10-05	Auction	2022-10-22	Undisclosed	4	2	2	1.0	802.0	LJ Hooker Belconnen	30-alexandria-street-hawker-act-2614
67581	Townhouse	2022-10-05	$550,000	2022-11-17	$545,000	3	1	2	2.5	266.67	McIntyre Property	5-7-nernst-place-banks-act-2906
67582	Apartment	2022-10-05	$370,000 - $390,000	2023-02-02	$375,000	1	1	1			Ray White Queanbeyan | Jerrabomberra	23-6-high-street-queanbeyan-nsw-2620
67586	House	2022-10-05	$1,075,000	2023-01-27	$1,040,000	4	3	2		1201.0	LJ Hooker Batemans Bay	82-northcove-road-long-beach-nsw-2536
67591	House	2022-10-05	$1,395,000 +	2022-11-18	$1,400,000	4	2	2	3.5	732.0	Timothy Road	29-crawford-crescent-flynn-act-2615
67593	House	2022-10-05	$750,000 - $775,000	2023-02-10	Undisclosed	5	3	2		1123.0	PRD Wagga Wagga	4-julie-place-tolland-nsw-2650
67599	Townhouse	2022-10-05	29th October Ray White Belconnen Auction Rooms 3pm	2022-11-03	Undisclosed	2	1	1	6.0		Ray White Canberra	87-eccles-circuit-macgregor-act-2615
67602	House	2022-10-05	$670,000 - $720,000	2022-11-11	$670,000	3	1	1		838.0	My Agent Team	27-evans-street-moruya-nsw-2537
67604	House	2022-10-05	Auction 29/10/2022	2022-10-29	Undisclosed	2	2	1	6.0	115.0	Ray White Canberra	35-spratt-court-casey-act-2913
67605	House	2022-10-05	$779,000+	2022-11-16	$782,000	3	2	2	4.5	250.0	Ray White Canberra	42-lionel-rose-street-holt-act-2615
67606	House	2022-10-05	Auction 29/10/2022	2022-10-29	$1,050,000	4	2	2	5.0	715.0	Ray White Canberra	16-grampians-street-palmerston-act-2913
67611	House	2022-10-05	Auction	2022-10-29	Undisclosed	3	1	1	2.5		Luton Gungahlin	10-karrugang-circuit-ngunnawal-act-2913
