ListingId	UpdateOnDate	Address	NewPrice
173759694	2022-02-24	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-02-25	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-02-26	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-02-27	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-02-28	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-03-01	cirrus-2-bedroom-belconnen-canberra	$750,000+
173759694	2022-03-03	cirrus-2-bedroom-belconnen-canberra	$750,000+
177463619	2022-03-29	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-03-30	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-03-31	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-04-01	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-04-02	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-04-03	8-3-majura-avenue-dickson-canberra	$950,000+
177463619	2022-04-04	8-3-majura-avenue-dickson-canberra	$950,000+
177564566	2022-03-05	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-06	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-07	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-08	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-09	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-10	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-11	1405-25-edinburgh-avenue-city-canberra	Enquire Today
177564566	2022-03-12	1405-25-edinburgh-avenue-city-canberra	Enquire Today
178146918	2022-05-21	st-arbour-residences-type-a-braddon-canberra	$1,449,900
178146918	2022-05-22	st-arbour-residences-type-a-braddon-canberra	$1,449,900
178155510	2022-03-04	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-05	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-06	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-07	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-08	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-09	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-10	566-cotter-road-wright-canberra	$475,000
178155510	2022-03-11	566-cotter-road-wright-canberra	$475,000
178178461	2022-05-14	no-street-name-provided-whitlam-canberra	$1,465,000-$1,500,000
178187234	2022-05-07	no-street-name-provided-denman-prospect-canberra	$1,850,000+
178187234	2022-05-08	no-street-name-provided-denman-prospect-canberra	$1,850,000+
178218999	2022-04-19	no-street-name-provided-whitlam-canberra	$1,450,000+
178218999	2022-04-20	no-street-name-provided-whitlam-canberra	$1,450,000+
178218999	2022-04-23	no-street-name-provided-whitlam-canberra	$1,450,000+
178218999	2022-04-24	no-street-name-provided-whitlam-canberra	$1,450,000+
178218999	2022-05-07	no-street-name-provided-whitlam-canberra	$1,350,000+
178218999	2022-05-08	no-street-name-provided-whitlam-canberra	$1,350,000+
178477431	2022-06-03	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178477431	2022-06-04	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178477431	2022-06-05	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178477431	2022-06-06	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178477431	2022-06-07	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178477431	2022-06-08	no-street-name-provided-strathnairn-canberra	$1,200,000-$1,250,000
178602561	2022-01-04	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-05	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-06	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-07	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-08	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-09	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-10	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-11	21-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-01-11	39-1-anthony-rolfe-avenue-gungahlin-canberra	$325,000+
178602561	2022-02-01	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-02	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-03	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-04	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-09	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-10	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-11	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-12	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-13	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-14	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-15	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178602561	2022-02-16	39-1-anthony-rolfe-avenue-gungahlin-canberra	$310,000+
178754897	2022-03-01	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-03	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-04	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-05	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-06	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-07	no-street-name-provided-taylor-canberra	$650,000+
178754897	2022-03-08	no-street-name-provided-taylor-canberra	$650,000+
178765142	2022-02-23	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-02-24	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-02-25	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-02-26	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-02-27	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-02-28	403-25-edinburgh-avenue-acton-canberra	$485,000
178765142	2022-03-01	403-25-edinburgh-avenue-acton-canberra	$485,000
178813135	2022-02-03	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-04	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-05	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-06	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-07	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-08	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
178813135	2022-02-09	rise-four-bedrooms-townhouse-4a-with-private-lift-bruce-canberra	$1,268,000
179073334	2022-02-01	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-02	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-03	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-04	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-05	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-06	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-07	no-street-name-provided-taylor-canberra	$1,149,000+
179073334	2022-02-08	no-street-name-provided-taylor-canberra	$1,149,000+
