id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
82421	Unit	2023-07-01	$429,000	2023-09-01	$410,000	2	2	1		206.0	One Agency Wagga Wagga	1-2-4-macquarie-street-mount-austin-nsw-2650
82434	House	2023-07-03	$430,000	2023-12-20	$425,000	3	1	1		1012.0	PRD Wagga Wagga	228-lake-albert-road-kooringal-nsw-2650
82444	House	2023-07-03	$499,000	2023-10-10	$480,000	2	1	1		683.0	Smile Elite	18-myrtle-street-dorrigo-nsw-2453
82445	House	2023-07-03	$949,000	2023-08-18	$949,000	4	2	2	0.0		Henley Property - Berridale	3-katri-close-berridale-nsw-2628
82453	House	2023-07-03	$877,000	2023-09-04	$877,000	4	3	2			LJ Hooker Queanbeyan – Jerrabomberra – Googong	1-heather-street-crestwood-nsw-2620
82454	House	2023-07-03	$910,000 - $930,000	2023-08-11	$902,500	4	2	2		1079.0	Smile Elite	83-freeman-circuit-llanarth-nsw-2795
82457	Apartment	2023-07-03	By Negotiation	2023-07-21	$475,000	2	1	1	6.0		Impact Properties	44-43-hibberson-street-gungahlin-act-2912
82462	House	2023-07-03	$539,000	2023-07-25	$515,000	3	1	2		689.0	Ray White Goulburn	34-garfield-avenue-goulburn-nsw-2580
82467	Land	2023-07-03	$389,000	2024-01-09	Undisclosed	0	0	0		3466.00	Beaches & Bush Properties	north-batemans-bay-2536-nsw
82469	Land	2023-07-03	$449,000	2024-01-09	Undisclosed	0	0	0		8916.0	Beaches & Bush Properties	north-batemans-bay-2536-nsw
82471	House	2023-07-03	$535,000	2023-08-04	Undisclosed	3	1	2		773.0	Ray White Wagga Wagga	66-balleroo-crescent-glenfield-park-nsw-2650
82474	House	2023-07-03	$639,000+	2023-08-02	$671,000	3	1	1	0.5	413.0	MARQ Property	108-mainwaring-rich-circuit-palmerston-act-2913
82475	Townhouse	2023-07-03	Under Offer	2023-09-05	Undisclosed	2	2	1	2.0		Bertram Ellis	65-6-jardine-street-kingston-act-2604
82476	DuplexSemi-detached	2023-07-03	$790,000 - $820,000	2023-08-14	$770,000	3	2	2			Merimbula Realty	2-212-pacific-way-tura-beach-nsw-2548
82484	Unit	2023-07-04	$490,000 - $520,000	2023-08-24	$490,000	2	1	1			My Agent Team	7-676-678-beach-road-surf-beach-nsw-2536
82487	House	2023-07-04	$575,000	2023-07-26	$575,000	3	2	1		594.0	LJ Hooker Batemans Bay	9-hillview-place-sunshine-bay-nsw-2536
82498	House	2023-07-04	Price Guide: $420,000 - $440,000	2023-08-03	$410,000	3	1	1		563.0	Harcourts Greater Port Macquarie & The Rocks	38-alverton-street-greenhill-nsw-2440
82511	House	2023-07-04	$775,000	2023-09-13	$740,000	3	2	1			Merimbula Realty	15-sapphire-crescent-merimbula-nsw-2548
82516	Unit	2023-07-04	$550,000	2023-08-23	$540,000	2	1	1		1002.0	Dwyer Properties Sapphire Coast	4-21-marine-parade-merimbula-nsw-2548
82520	House	2023-07-04	SOLD	2024-01-10	Undisclosed	4	2	2		716.00	Flemings Property Services	22-bullecourt-street-cootamundra-nsw-2590
82522	House	2023-07-04	$1,050,000+	2023-08-04	$1,091,000	4	2	2	5.0	832.0	LJ Hooker Gungahlin	11-burdekin-avenue-amaroo-act-2914
82523	Retirement	2023-07-04	Contact Agent	2023-10-11	$440,000	2	1	1			Bella Coastal Property	69-385-princes-highway-ulladulla-nsw-2539
