id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
98556	Apartment	2024-04-02	$432,000	2024-09-06	Undisclosed	2	1	1	6.0		Impact Properties	206-90-swain-street-gungahlin-act-2912
98557	House	2024-04-02	Auction 30/04/24	2024-04-30	Undisclosed	4	2	2		503.7	Ward Estate Agents	21-macadamia-close-jerrabomberra-nsw-2619
98559	House	2024-04-02	Auction 24/04/24	2024-04-24	$548,000	2	1	1		714.5	Ward Estate Agents	31-pound-street-queanbeyan-nsw-2620
98570	House	2024-04-02	Auction 23/04/24	2024-04-23	$822,000	4	1	1		679.7	Ward Estate Agents	29-mcintosh-street-queanbeyan-nsw-2620
98578	House	2024-04-02	Offers Over $700,000	2024-05-30	$710,000	4	2	2	1.5		Sadil Quinlan	11-clambe-place-charnwood-act-2615
98594	House	2024-04-02	$1,065,000	2024-05-03	$1,065,000	4	2	2		383.0	LJ Hooker Queanbeyan – Jerrabomberra – Googong	25-lambrigg-road-googong-nsw-2620
98601	Other	2024-04-02	$695,000	2024-06-05	$1,090,000	0	0	0		242.0	Belle Property Braidwood	1-2-508-manar-road-braidwood-nsw-2622
98606	Land	2024-04-02	$250,000	2024-04-19	$256,000	0	0	0		2025.0	Henley Property - Berridale	8-campbell-street-dalgety-nsw-2628
98607	House	2024-04-02	$1,120,000-$1,150,000	2024-04-24	$1,120,000	4	2	3		1571.0	Ray White Bungendore	30-mecca-lane-bungendore-nsw-2621
98608	House	2024-04-02	$949,000	2024-08-07	Undisclosed	4	2	2		17.7	PRD Wagga Wagga	372-old-trunk-road-the-rock-nsw-2655
98609	Apartment	2024-04-02	$399,000 +	2024-05-07	Undisclosed	1	1	1	5.0		LJ Hooker Woden/Weston	315-t2-803-wova-phillip-act-2606
98610	Apartment	2024-04-02	$675,000	2024-05-06	$675,000	3	2	2			Henley Property - Jindabyne	10-38-gippsland-street-jindabyne-nsw-2627
98611	Land	2024-04-02	$695,000	2024-05-15	$640,000	0	0	0		917.0	Smile Elite	10-greenbank-grove-culburra-beach-nsw-2540
98612	Townhouse	2024-04-02	$530,000	2024-05-20	Undisclosed	2	1	1	6.0		Luton Gungahlin	29-18-ruzicka-street-taylor-act-2913
98613	House	2024-04-02	$1,030,000	2024-05-09	Undisclosed	4	2	3	5.5	680.0	Luton Gungahlin	47-dorrie-crescent-moncrieff-act-2914
98618	MixedFarming	2024-04-02	$1,700,000	2024-10-02	$1,700,000	0	0	0		143.0	Ray White Bungendore	600-mount-fairy-road-mount-fairy-nsw-2580
98619	House	2024-04-02	$520,000 - $570,000	2024-06-06	$525,000	5	2	0		626.0	Smile Elite	33-glass-street-armidale-nsw-2350
98628	Townhouse	2024-04-03	$735,000-$755,000	2024-05-02	$745,000	3	2	2		170.0	Ray White Bungendore	51-caragh-avenue-googong-nsw-2620
98631	Apartment	2024-04-03	$765,000+	2024-05-28	$750,000	2	2	2	6.0		LJ Hooker Dickson	25-40-mort-street-braddon-act-2612
98635	House	2024-04-03	Offers Over $960,000	2024-04-24	$982,000	4	2	2	3.5		McIntyre Property	19-loureiro-street-conder-act-2906
98636	Apartment	2024-04-03	$420,000	2024-05-15	Undisclosed	2	1	2	5.5		MARQ Property	35-16-david-miller-crescent-casey-act-2913
98637	House	2024-04-03	$349,000	2024-05-15	$320,000	2	1	1		599.7	Fitzpatricks	10-lockett-place-tolland-nsw-2650
98638	Lifestyle	2024-04-03	Auction (Unless Sold Prior)	2024-04-26	$335,000	0	0	0		16.19	Ray White Goulburn	447-lucky-pass-road-goulburn-nsw-2580
98640	House	2024-04-03	Auction 02/05/2024	2024-05-02	$2,220,000	4	2	2	0.0	3.17	Ray White Canberra	156-mccarthy-road-wallaroo-nsw-2618
98642	Unit	2024-04-03	$515,000	2024-05-02	$515,000	1	1	1	6.0	6922.0	MARQ Property	88-3-london-circuit-city-act-2601
98651	House	2024-04-03	$999,000	2024-10-11	Undisclosed	2	2	1		480.0	PRD Wagga Wagga	22-freer-street-wagga-wagga-nsw-2650
