id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
109146	House	2024-10-01	$790,000	2024-11-06	$790,000	4	2	2			Elders Real Estate Batemans Bay	48-eric-fenning-drive-surf-beach-nsw-2536
109159	House	2024-10-01	AUCTION 26/10/2024	2024-10-26	$1,325,000	4	3	2	1.5		Ray White Canberra	64-alroy-cct-hawker-act-2614-109159
109164	Townhouse	2024-10-01	$710,000+	2024-10-30	Undisclosed	3	3	2	6.0		LJ Hooker Gungahlin	473-dalkin-crescent-casey-act-2913
109171	DuplexSemi-detached	2024-10-01	$820,000	2025-08-04	Undisclosed	6	3	4		1176.0	Fraser-Gray Real Estate	18-maunsell-street-moruya-nsw-2537
109176	House	2024-10-01	$749,000	2024-11-01	$749,000	4	2	2		700.0	PRD Wagga Wagga	54-lingiari-drive-lloyd-nsw-2650
109188	House	2024-10-01	Auction	2024-10-26	$1,010,000	3	1	2	0.0	831.0	LJ Hooker Tuggeranong	3-mccay-place-pearce-act-2607
109199	House	2024-10-01	$820,000	2025-03-05	$775,000	5	3	2		1224.0	Macarthur Real Estate Agency	66-methul-street-coolamon-nsw-2701
109202	House	2024-10-01	$699,000 - $729,000	2024-11-07	Undisclosed	4	2	2		1012.0	Ray White Wagga Wagga	28-oconnor-street-uranquinty-nsw-2652
109203	House	2024-10-01	$1,200,000	2025-02-04	$1,180,000	3	2	2		2000.0	Ray White Canberra	15-camp-street-sutton-nsw-2620
109205	House	2024-10-01	$569,000	2024-10-17	$605,000	3	1	4		490.2	Kitson Property	83-dalman-parkway-glenfield-park-nsw-2650
109207	House	2024-10-01	Price Guide $595,000 - $650,000	2024-12-04	Undisclosed	3	2	1		455.3	Harcourts Greater Port Macquarie & The Rocks	10-warlters-street-wauchope-nsw-2446
109215	AcreageSemi-rural	2024-10-01	$645,000	2025-01-16	$570,000	4	2	2		2023.0	Smile Elite	54-hayden-street-north-dorrigo-nsw-2453-109215
109219	House	2024-10-01	$565,000	2025-02-10	Undisclosed	4	3	3		1514.0	PRD Wagga Wagga	84-allonby-avenue-forest-hill-nsw-2651
109226	House	2024-10-01	$1,500,000	2024-10-31	$1,500,000	4	2	2	4.5	840.0	MARQ Property	80-sue-geh-circuit-nicholls-act-2913
109230	Apartment	2024-10-02	$590,000	2024-10-19	$610,000	3	2	2	5.0		LJ Hooker Belconnen	1-36-morell-close-belconnen-act-2617
109242	House	2024-10-02	$799,000	2024-10-17	Undisclosed	4	2	2		580.0	PRD Wagga Wagga	14-marylands-way-bourkelands-nsw-2650
109246	House	2024-10-02	$1,100,000 - $1,200,000	2024-11-04	$1,200,000	5	3	4		934.0	My Agent Team	7-hunter-place-sunshine-bay-nsw-2536
109258	House	2024-10-02	$629,000	2025-11-06	$608,000	3	2	4		1013.0	Macarthur Real Estate Agency	30-loughnan-street-coolamon-nsw-2701
109264	House	2024-10-02	$699,000 to $739,000	2024-10-24	$717,000	3	1	0		749.9	Ray White Bowral	28-paul-crescent-moss-vale-nsw-2577
109271	AcreageSemi-rural	2024-10-02	Contact Agent	2025-02-20	$820,000	5	2	2		5850.0	Smile Elite	1-sandon-close-uralla-nsw-2358
109272	Land	2024-10-02	$529,000	2025-05-01	$450,000	0	0	0			McGrath Batemans Bay & Moruya	58-mccardys-creek-road-nelligen-nsw-2536
109276	House	2024-10-02	Another SOLD at Auction by Irving Gunawan	2024-10-27	Undisclosed	5	2	2		458.0	Smile Elite	85-midlands-terrace-stanhope-gardens-nsw-2768
109280	House	2024-10-02	$1,299,500	2025-03-06	Undisclosed	3	2	2		4.25	Elders Murrumbateman	15-sylvia-street-murrumbateman-nsw-2582
109284	Townhouse	2024-10-02	Auction	2024-10-14	Undisclosed	3	2	1	4.5		Luton Gungahlin	3-66-paul-coe-crescent-ngunnawal-act-2913
109285	House	2024-10-02	Auction onsite	2024-10-26	$874,000	3	2	2	1.5	906.0	GOODHAUS	14-want-place-latham-act-2615
109290	House	2024-10-02	$830,000+	2024-10-18	Undisclosed	3	2	3	2.0		My Morris	9-coglin-place-kambah-act-2902
109294	Villa	2024-10-02	Guide $1,100,000	2024-10-18	$1,050,000	3	2	0			Ray White Bowral	8-78-bendooley-street-bowral-nsw-2576
109300	BlockOfUnits	2024-10-02	SOLD OFF MARKET	2024-10-02	$1,860,000	12	6	6			Macarthur Real Estate Agency	1-6-80-fay-avenue-kooringal-nsw-2650
109301	House	2024-10-02	Auction 26/10/24	2024-10-26	$1,615,000	3	2	2	5.0	650.0	Ray White Canberra	4-archer-street-dickson-act-2602
