id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
42400	Unit	2021-08-16	$319,500	2021-09-29	$319,500	1	1	1			LJ Hooker Queanbeyan – Jerrabomberra – Googong	1-88-henderson-road-crestwood-nsw-2620
43737	House	2021-07-01	Auction	2021-09-03	$876,500	3	2	3	4.0	666.0	Michael Potter Real Estate	9-simonetti-street-dunlop-act-2615
43740	Apartment	2021-07-01	$300,000 - $330,000	2021-10-22	Undisclosed	2	1	1	6.0		LJ Hooker Manuka	8-41-leahy-close-narrabundah-act-2604
43788	Land	2021-07-01	$1,000,000	2021-09-23	$1,000,000	0	0	0		581.0	Ray White Batemans Bay	4-train-street-broulee-nsw-2537
43812	Apartment	2021-07-02	By Negotiation	2021-10-19	$282,500	1	1	1			Ray White Queanbeyan | Jerrabomberra	27a-17-uriarra-road-queanbeyan-nsw-2620
43852	Land	2021-07-02	By Negotiation	2022-02-01	Undisclosed	0	0	0		7.91	LJ Hooker Sussex Inlet	14-old-berrara-road-sussex-inlet-nsw-2540
43899	House	2021-07-05	Offers over $1,189,000	2021-11-18	$1,375,000	4	2	2	6.0	0.0	Confidence Real Estate	13-niland-street-whitlam-act-2615
43905	House	2021-07-05	$380,000	2021-11-30	$370,000	3	1	1			Fisk & Nagle Property	9-wonga-street-cooma-nsw-2630
43910	House	2021-07-06	$520 000	2021-09-10	Undisclosed	6	2	6		4040.0	Raine & Horne Young	2344-henry-lawson-way-bulla-creek-nsw-2594
43912	Unit	2021-07-06	470000	2021-12-01	$470,000	2	1	1	6.0		Independent Gungahlin	154-1-mouat-street-lyneham-act-2602
43994	House	2021-07-06	$1,100,000+	2022-11-11	Undisclosed	6	4	5	2.5	1012.0	Ray White Queanbeyan | Jerrabomberra	27a-27b-william-street-oaks-estate-act-2620
44015	Land	2021-07-06	Price Guide $695,000	2021-10-15	$680,000	0	0	0		15.54	Raine & Horne Southern Highlands	lot-2503-towrang-road-brayton-nsw-2579
44019	DuplexSemi-detached	2021-07-06	Guide $539,000	2021-09-22	$540,000	3	2	1		260.0	Ray White Goulburn	10-176-taralga-road-goulburn-nsw-2580
44039	Terrace	2021-08-16	$415,000	2021-11-19	$415,000	1	1	1			LJ Hooker Queanbeyan – Jerrabomberra – Googong	10-51-mary-street-googong-nsw-2620
44042	Terrace	2021-08-16	Contact Agent	2022-03-31	$425,000	1	1	1			LJ Hooker Queanbeyan – Jerrabomberra – Googong	9-51-mary-street-googong-nsw-2620
44083	Livestock	2021-07-08	For Sale by EOI	2021-09-02	Undisclosed	4	2	0		119.0	LAWD	226-cloughs-road-wagga-wagga-nsw-2650
44086	House	2021-07-08	$699,000	2021-10-12	$685,000	4	2	1		966.0	LJ Hooker Moruya	19-luck-street-moruya-nsw-2537
44107	House	2021-07-08	$635,000+	2021-09-03	$642,000	3	1	1	4.5		LJ Hooker Weston/Woden	36-loureiro-street-conder-act-2906
44146	Townhouse	2021-07-08	$678,000	2021-11-18	$678,000	3	3	1	5.0	4688.0	New Door Properties	20-1-rouseabout-street-lawson-act-2617
44152	BlockOfUnits	2021-08-16	$1,650,000	2021-09-13	$1,650,000	8	7	7		1043.0	LJ Hooker Queanbeyan – Jerrabomberra – Googong	3-carinya-street-queanbeyan-nsw-2620
