ListingId	DateTime	URL
36091	2021-01-07T12:18:36.213485+11:00	51-53-mcmillan-crescent-griffith-act-2603
38346	2021-02-25T11:43:27.255278+11:00	66-lachlan-street-macquarie-act-2614
47977	2021-03-26T11:16:21.399372+11:00	16-24-28-watson-street-turner-act-2612
48147	2021-01-06T13:03:31.076060+11:00	60-ohalloran-circuit-kambah-act-2902
48596	2021-03-18T13:52:23.101442+11:00	414-253-northbourne-avenue-lyneham-act-2602
49214	2021-01-05T09:49:04.249562+11:00	111-50-ellenborough-street-lyneham-act-2602
49544	2021-03-31T11:25:43.454911+11:00	928-15-bowes-street-phillip-act-2606
49750	2021-03-25T09:24:31.109968+11:00	37-hambidge-crescent-gilmore-act-2905
