ListingId	DateTime	URL
176726427	2021-10-12 00:00:00	unit-15-39-chandler-street-belconnen-act-2617
179546248	2021-10-08 11:17:48	unit-3-28-chauvel-street-campbell-act-2612
179634714	2021-10-07 11:35:57	16-packham-place-charnwood-act-2615
179733616	2021-10-17 21:15:28	unit-407-39-braybrook-street-bruce-act-2617
179753578	2021-10-17 21:32:57	39-braybrooke-street-bruce-act-2617?tid=179753578
179781876	2021-10-05 09:56:22	wova-living-made-livelier-woden-act-2606?tid=179781876
179781897	2021-10-01 16:40:37	nightfall-1710-2-grazier-lane-belconnen-act-2617?tid=179781897
179878078	2021-10-11 11:42:57	the-chandler-everything-you-need-nothing-you-don-t-belconnen-act-2617?tid=179878078
179891595	2021-10-08 13:55:00	unit-430-24-lonsdale-street-braddon-act-2612
179898337	2021-10-01 00:00:00	unit-26-28-black-street-yarralumla-act-2600
179906931	2021-10-03 11:16:04	32-officer-crescent-ainslie-act-2602
179923558	2021-10-05 10:08:28	wova-woden-s-new-landmark-precinct-woden-act-2606?tid=179923558
179923570	2021-10-05 10:34:23	metropol-g17-83-cooyong-street-reid-act-2612?tid=179923570
179923571	2021-10-01 17:03:17	nightfall-final-piece-of-the-republic-precinct-belconnen-act-2617?tid=179923571
179923572	2021-10-05 10:03:41	wova-a-rising-mixed-used-community-in-woden-woden-act-2606?tid=179923572
179923574	2021-10-06 13:05:06	246-pro-hart-avenue-strathnairn-act-2615?tid=179923574
179928810	2021-10-12 15:24:23	unit-86-29-jimmy-little-street-moncrieff-act-2914
179928819	2021-10-05 13:50:08	12-benson-crescent-calwell-act-2905
179928914	2021-10-01 11:09:20	unit-90-10-eyre-street-griffith-act-2603
179931139	2021-10-05 20:50:04	3-coral-place-campbell-act-2612
179932048	2021-10-05 10:20:56	metropol-106-1-boolee-street-reid-act-2612?tid=179932048
179932053	2021-10-06 11:57:08	limited-edition-denman-just-released-for-sale-denman-prospect-act-2611?tid=179932053
179932076	2021-10-05 09:40:03	wova-most-exciting-new-precinct-in-woden-woden-act-2606?tid=179932076
179932077	2021-10-01 17:11:44	wova-new-era-for-woden-valley-woden-act-2606?tid=179932077
179937513	2021-10-01 11:23:04	unit-53-22-archibald-street-lyneham-act-2602
179938945	2021-10-07 12:34:00	2-wilson-crescent-banks-act-2906
179942053	2021-10-08 00:00:00	unit-5-68-macleay-street-turner-act-2612
179944142	2021-10-08 11:42:12	unit-89-56-printers-way-kingston-act-2604
179946031	2021-10-01 08:40:31	unit-135-395-antill-street-watson-act-2602
179946070	2021-10-01 09:20:29	14-lalor-street-ainslie-act-2602
179946091	2021-10-01 08:40:27	13-ultimo-street-crace-act-2911
179946094	2021-10-01 10:20:31	unit-36-1-skuta-place-denman-prospect-act-2611
179946177	2021-10-01 09:20:29	14a-cotton-street-downer-act-2602
179946247	2021-10-01 10:10:45	29-angophora-street-rivett-act-2611
179946249	2021-10-01 10:41:24	122-bernard-heinze-avenue-moncrieff-act-2914
179946283	2021-10-01 11:50:30	27-manuka-circle-forrest-act-2603
179946363	2021-10-01 12:51:03	50a-matina-street-narrabundah-act-2604
179946421	2021-10-01 11:20:40	46-kirkwood-crescent-gordon-act-2906
179946511	2021-10-01 11:50:45	5-rees-place-wanniassa-act-2903
179946630	2021-10-01 12:20:42	unit-2-26-william-hudson-crescent-monash-act-2904
179946651	2021-10-01 12:50:33	16-bettie-mcnee-street-watson-act-2602
179947356	2021-10-01 16:11:47	limited-edition-denman-just-released-for-sale-denman-prospect-act-2611?tid=179947356
179947665	2021-10-01 15:42:02	4-brindle-place-bonner-act-2914
179947842	2021-10-01 15:51:37	unit-60b-12-albermarle-place-phillip-act-2606
179948569	2021-10-01 16:32:09	unit-5-16-walsh-place-curtin-act-2605
179948726	2021-10-01 17:00:43	unit-22-1-freshwater-street-throsby-act-2914
179949250	2021-10-05 00:00:00	unit-509-21-marcus-clarke-street-city-act-2601
179949251	2021-10-01 18:20:29	unit-94-77-northbourne-avenue-turner-act-2612
179949665	2021-10-01 22:10:11	unit-69-42-paul-coe-crescent-ngunnawal-act-2913
179950377	2021-10-02 10:40:29	7-thomson-street-chifley-act-2606
179952624	2021-10-05 08:50:21	unit-53-15-jumbuck-crescent-lawson-act-2617
179953022	2021-10-05 09:50:40	unit-805-1-cooyong-street-reid-act-2612
