ListingId	DateTime	URL
23741	2020-02-21T12:34:20.391522+11:00	1-30-lowe-street-queanbeyan-nsw-2620
24543	2020-03-11T11:34:42.469240+11:00	1-8-victoria-hall-act-2618
45883	2020-03-04T16:40:05.819816+11:00	10-46-mcmillan-crescent-narrabundah-act-2604
48811	2020-03-04T13:04:41.007304+11:00	3-67-derrington-crescent-bonython-act-2905
48889	2020-01-06T11:53:17.951169+11:00	14-gungurra-crescent-rivett-act-2611
48998	2020-03-30T11:13:39.985131+11:00	33-28-watson-street-turner-act-2612
49194	2020-03-11T16:17:20.701637+11:00	14b-rudall-street-latham-act-2615
49458	2020-01-30T16:14:38.215307+11:00	41-815-horse-park-drive-amaroo-act-2914
49875	2020-03-30T08:42:09.743421+11:00	51a-bendigo-street-fisher-act-2611
50350	2020-01-31T15:35:06.075397+11:00	26-77-leichhardt-street-kingston-act-2604
50954	2020-02-25T17:02:25.291062+11:00	83-21-battye-street-bruce-act-2617
52241	2020-02-03T09:18:12.551406+11:00	14-71-mina-wylie-crescent-gordon-act-2906
53646	2020-03-10T11:40:54.933391+11:00	23-lexcen-avenue-nicholls-act-2913
54443	2020-01-31T15:38:15.485240+11:00	18-mobourne-street-bonner-act-2914
54677	2020-03-30T15:41:40.365906+11:00	132-121-easty-street-phillip-act-2606
56880	2020-02-11T10:41:42.146542+11:00	23-frederick-street-crestwood-nsw-2620
57684	2020-02-20T13:07:29.477460+11:00	4-frayne-place-stirling-act-2611
58690	2020-02-13T12:54:14.438312+11:00	15-9-howitt-street-kingston-act-2604
58777	2020-01-09T10:56:00.961888+11:00	2-carrington-street-deakin-act-2600
58788	2020-02-21T19:06:16.423730+11:00	14-2-namatjira-drive-weston-act-2611
59656	2020-01-31T15:32:27.451601+11:00	5-68-college-street-belconnen-act-2617
