id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
56224	House	2022-04-01	Auction	2022-04-12	Undisclosed	5	3	2	3.5	1285.0	Luton Tuggeranong	5-sawicki-place-gordon-act-2906
56225	House	2022-04-01	$950,000 +	2022-05-31	$975,000	4	3	2	1.0	937.0	LJ Hooker Tuggeranong	7-mclellan-place-wanniassa-act-2903
56227	Unit	2022-04-01	$310,000+	2022-05-17	$330,000	1	1	1	6.0		LJ Hooker Manuka	9-26-moulden-court-belconnen-act-2617
56229	Apartment	2022-04-01	$579,000+	2022-04-14	Undisclosed	3	2	2	5.5		Badenoch Real Estate	25-12-byron-court-phillip-act-2606
56232	House	2022-04-01	$2,150,000+	2022-05-23	Undisclosed	4	2	1	0.5	654.0	Bastion Property Group	18-frome-street-griffith-act-2603
56238	House	2022-04-01	$2,500,000	2022-04-13	$2,500,000	3	1	1	0.5	1045.0	LJ Hooker Dickson	5-forbes-street-turner-act-2612
56240	House	2022-04-01	Auction	2022-04-20	$790,000	3	1	1	2.5	753.0	Luton Dickson	10-garrard-street-spence-act-2615
56246	House	2022-04-01	By Negotiation	2022-05-04	Undisclosed	4	2	2		670.0	Elders Murrumbateman	14-discovery-drive-yass-nsw-2582
56247	Townhouse	2022-04-01	Auction 21/04/2022	2022-04-08	Undisclosed	3	2	1	2.0		Ray White Canberra	33-28-ringrose-crescent-isaacs-act-2607
56252	Townhouse	2022-04-01	Auction 12/04/2022	2022-04-12	Undisclosed	3	2	2	6.0		Ray White Canberra	89-9-braybrooke-street-bruce-act-2617
56253	House	2022-04-01	SOLD	2022-05-01	$1,241,000	4	2	2		375.0	Smile Elite	29-mary-jane-parade-schofields-nsw-2762
56254	House	2022-04-01	SOLD	2022-07-22	Undisclosed	4	3	2		1241.0	Smile Elite	4-ginahgulla-drive-bowral-nsw-2576
56255	House	2022-04-01	SOLD	2022-04-12	$1,505,000	4	2	2		628.2	Smile Elite	1c-westminster-street-schofields-nsw-2762
56261	Land	2022-04-01	$790,000	2022-05-20	$760,000	0	0	0		830.0	Henley Property - Jindabyne	9-echidna-place-east-jindabyne-nsw-2627
56269	House	2022-04-01	Auction	2022-04-21	$1,375,000	5	3	2	2.0		Luton Manuka	2-yampi-place-fisher-act-2611
56271	Studio	2022-04-01	$335,000	2022-07-13	$335,000	0	1	1	6.0		The Real Estate Shop	19-47-abena-aveue-crace-act-2911
56274	House	2022-04-02	$678,000	2022-10-31	$660,000	5	2	2		1214.0	Clearwater Real Estate Narooma	9-tarlinton-st-cobargo-nsw-2550
56275	House	2022-04-02	Expressions of Interest	2022-06-02	Undisclosed	4	3	3		2.0	Raine & Horne Young	46-curtis-place-young-nsw-2594
56277	Apartment	2022-04-04	$799,000	2022-06-20	$785,000	2	1	1			Ray White Batemans Bay	3-33-35-clyde-street-batemans-bay-nsw-2536
56279	House	2022-04-04	$1,295,000	2022-07-06	$1,290,000	4	3	4		706.0	LJ Hooker Malua Bay	72-freycinet-drive-sunshine-bay-nsw-2536
56280	House	2022-04-04	$870,000	2023-03-03	Undisclosed	3	2	2		708.0	LJ Hooker Narooma	19-cresswick-parade-dalmeny-nsw-2546
56281	House	2022-04-04	Auction	2022-05-06	$550,000	3	1	1		2023.0	Ray White Goulburn	40-wollondilly-ave-goulburn-nsw-2580
56284	House	2022-04-04	$890,000 - $940,000	2022-04-22	$895,000	3	1	2		556.0	LJ Hooker Malua Bay	64-ainslie-parade-tomakin-nsw-2537
56294	House	2022-04-04	AUCTION	2022-04-11	$1,340,000	4	2	1	0.5		Michael Potter Real Estate	7-maria-place-lyons-act-2606
56296	Lifestyle	2022-04-04	$770,000 - $830,000	2022-10-19	$500,000	0	0	0	0.0	40.0	LJ Hooker Moruya	lot-10-dp752144-araluen-road-deua-river-valley-nsw-2537
56297	Land	2022-04-04	Contact agent	2023-07-13	$275,000	0	0	0			Ray White Batemans Bay	8-the-vista-surfside-nsw-2536
56304	House	2022-04-04	Contact Agent	2022-04-12	$1,390,000	4	2	2		714.0	Ray White Bowral	4-sherwin-crescent-renwick-nsw-2575
56318	House	2022-04-04	$520,000	2022-07-11	$520,000	3	1	3		857.0	Henley Property - Cooma	16-walla-street-cooma-nsw-2630
56322	House	2022-04-05	$960,000+	2022-04-05	$960,000	3	2	2	4.0	420.0	McGrath Canberra	45-burraly-court-ngunnawal-act-2913
56323	House	2022-04-05	$859,000+	2022-05-31	Undisclosed	3	1	2	2.5	810.0	Luton Gungahlin	2-driver-place-evatt-act-2617
56326	Lifestyle	2022-04-05	Reduced to $420,000	2022-08-08	Undisclosed	0	0	0		78.0	One Agency Craig Schofield	5177-monaro-highway-rockton-nsw-2632
56334	House	2022-04-05	$749,000+	2022-05-20	Undisclosed	3	1	1	1.0	926.0	Ray White Canberra	10-porteous-crescent-theodore-act-2905
56337	House	2022-04-05	By Negotiation	2022-04-04	$860,000	3	2	2		696.0	Bella Coastal Property	3-spencer-street-ulladulla-nsw-2539
56340	Apartment	2022-04-05	Auction 07/05/2022	2022-05-06	Undisclosed	1	1	1	6.0		One Agency Gamarra & Co	1103-19-marcus-clarke-street-canberra-act-2601
56344	House	2022-04-05	SOLD	2022-07-06	$280,000	3	1	1		613.0	Smile Elite	7-north-street-lismore-nsw-2480
56352	House	2022-04-05	AUCTION	2022-05-02	$700,000	3	1	1		872.0	Elders Real Estate Batemans Bay	22-calton-road-batehaven-nsw-2536
56359	Lifestyle	2022-04-05	$550,000	2022-07-20	Undisclosed	1	1	0		55.0	One Agency Craig Schofield	narrowness-road-glen-allen-nsw-2631
56361	House	2022-04-05	$989,000	2022-05-03	$970,000	4	3	3	2.0	706.0	Cream Residential	128-outtrim-avenue-calwell-act-2905
56362	House	2022-04-05	PRICE GUIDE $940,000	2022-11-02	$860,000	3	2	2			Tathra Beach Real Estate	7-45c-andy-poole-drive-tathra-nsw-2550
56363	House	2022-04-05	Price Guide $650,000	2022-07-18	$618,000	3	2	3		708.0	One Agency Dwyer Properties	2-beverley-street-merimbula-nsw-2548
56365	Apartment	2022-04-05	Offers above $529,000	2022-07-18	$536,000	2	1	1	6.0		Town Residential	149-7-irving-street-phillip-act-2606
56366	House	2022-04-05	$440,000 - $450,000	2022-08-25	Undisclosed	3	1	1		613.0	One Agency Craig Schofield	37-bligh-street-cooma-nsw-2630
56367	Unit	2022-04-05	Price Guide $525,000	2022-05-03	$520,000	2	1	1			One Agency Dwyer Properties	2-41-yarrawood-avenue-merimbula-nsw-2548
56369	DuplexSemi-detached	2022-04-05	$960,000+	2022-07-22	Undisclosed	3	2	1	6.0	337.0	Bastion Property Group	1-82-dixon-drive-holder-act-2611
56370	House	2022-04-05	$465,000	2022-07-06	Undisclosed	3	1	2		1378.0	Raine & Horne Young	8-russell-street-young-nsw-2594
56375	House	2022-04-05	Auction	2022-04-08	Undisclosed	5	5	4		4850.0	Ray White Bowral	10-riversdale-avenue-burradoo-nsw-2576
56379	House	2022-04-05	$1,800,000 to $1,850,000	2022-09-08	Undisclosed	6	4	6		1146.0	Impact Properties	30-cunningham-street-karabar-nsw-2620
56381	Villa	2022-04-05	$599,000	2022-07-06	Undisclosed	2	1	2			Whale Coast Realty	26-11-payne-street-narooma-nsw-2546
56382	House	2022-04-05	$1,395,000	2022-08-08	Undisclosed	3	3	1		1322.0	Whale Coast Realty	36-coastal-court-dalmeny-nsw-2546
56384	House	2022-04-06	Auction Tuesday 31st May at 6pm	2022-05-20	$1,100,000	4	3	1	3.5	699.0	McCann Properties	5-sargeant-place-wanniassa-act-2903
56393	House	2022-04-06	By Negotiation	2022-06-10	$1,860,000	4	3	2	5.5	498.0	Canberry Properties	6-echidna-street-throsby-act-2914
56394	Villa	2022-04-06	$699,000	2022-07-22	$699,000	3	1	2			Clearwater Real Estate Narooma	unit-29-11-payne-st-narooma-nsw-2546
56396	Unit	2022-04-06	Auction	2022-04-13	$650,000	2	2	2	6.0		LJ Hooker Belconnen	8-15-19-fox-place-lyneham-act-2602
56401	Apartment	2022-04-06	$339,000+	2022-05-31	$370,000	1	1	1	6.0		LJ Hooker Canberra City	18-128-flemington-road-harrison-act-2914
56410	House	2022-04-06	$700,000 - $730,000	2022-05-31	$735,000	3	1	2		663.0	Luton Tuggeranong	1-glenn-place-crestwood-nsw-2620
56417	Apartment	2022-04-06	By Negotiation	2022-05-27	Undisclosed	2	2	1	6.0	7380.0	New Door Properties	346-1-anthony-rolfe-avenue-gungahlin-act-2912
56419	House	2022-04-06	$900,000+	2022-06-24	$950,000	4	2	1	1.5	837.0	LJ Hooker Kaleen	1-phoenix-place-giralang-act-2617
56420	Unit	2022-04-06	$165,000	2022-07-01	$165,000	1	1	1			Fisk & Nagle Property	24-24-mittagang-road-cooma-nsw-2630
56422	Villa	2022-04-06	Contact Agent	2022-06-29	$705,000	3	2	2			Clearwater Real Estate Narooma	unit-80-11-payne-st-narooma-nsw-2546
56423	House	2022-04-06	$1,000,000+	2022-05-20	$1,000,000	4	2	2	4.0		McIntyre Property	58-charterisville-avenue-conder-act-2906
56425	House	2022-04-06	$699,000	2022-06-03	$649,000	3	1	1		766.0	LJ Hooker Moruya	44-hawdon-street-moruya-nsw-2537
56433	Unit	2022-04-06	Contact Agent	2022-06-09	$225,000	1	1	1			LJ Hooker Queanbeyan – Jerrabomberra – Googong	2-38-isabella-street-queanbeyan-nsw-2620
56441	Apartment	2022-04-06	$375,000.00	2022-04-05	$375,000	1	1	1	6.0		One Agency Gungahlin	5-47-abena-avenue-crace-act-2911
56443	Land	2022-04-06	PRICE GUIDE $495,000	2022-08-16	$450,000	0	0	0		10800.0	Tathra Beach Real Estate	lot-137-jellat-way-kalaru-nsw-2550
56448	House	2022-04-07	Auction	2022-04-19	Undisclosed	4	2	2	4.5	654.0	Luton Weston Creek & Molonglo Valley	8-benson-crescent-calwell-act-2905
56453	House	2022-04-07	Auction	2022-05-07	$1,300,000	4	2	3	4.5	748.0	Luton Weston Creek & Molonglo Valley	110-dixon-drive-holder-act-2611
56454	House	2022-04-07	Buyers price guide $1,190,000+	2022-05-07	Undisclosed	4	3	2	6.0		One Agency Sandy Morris	2-croll-street-wright-act-2611
56455	Unit	2022-04-07	$535,000	2022-04-14	$535,000	1	1	1	6.0		home.by holly	2-62-henty-street-braddon-act-2612
56459	Apartment	2022-04-07	$599,000	2022-04-19	Undisclosed	1	1	1	6.0		Luton Manuka	17-43-blackall-street-barton-act-2600
56461	House	2022-04-07	$890,000+	2022-05-20	$910,000	4	2	3	2.5	821.0	Michael Potter Real Estate	13-dyett-circuit-theodore-act-2905
56463	Land	2022-04-07	$525,000	2022-06-29	$490,000	0	0	0		713.0	LJ Hooker Moruya	9-gum-leaf-drive-congo-nsw-2537
56468	House	2022-04-07	AUCTION	2022-05-06	$510,000	3	1	1			Ray White Goulburn	159-nicholson-street-goulburn-nsw-2580
56469	Apartment	2022-04-07	$379,000+	2022-04-14	$397,000	2	1	2	6.0		LJ Hooker Gungahlin	113-77-gozzard-street-gungahlin-act-2912
56478	Townhouse	2022-04-07	$770,000+	2022-06-29	$765,000	3	2	2	2.5		LJ Hooker Tuggeranong	5-35-tenison-woods-circuit-bonython-act-2905
56480	House	2022-04-07	Under Offer	2022-07-18	$1,080,000	4	2	3	1.5	809.0	Bertram Ellis	14-maplestone-place-chapman-act-2611
56485	House	2022-04-07	$1,195,000 - $1,250,000	2022-06-29	$1,185,000	4	2	5		1216.0	VERV Property	28-eyre-street-bungendore-nsw-2621
56486	House	2022-04-07	$1,250,000	2022-06-29	$1,225,000	4	2	2	0.5	855.0	Michael Potter Real Estate	67-collings-street-pearce-act-2607
56487	House	2022-04-07	$1,250,000+	2022-05-17	$1,280,000	5	3	2	2.5	797.0	Bertram Ellis	78-darwinia-terrace-chapman-act-2611
56492	House	2022-04-07	$800,000+	2022-06-01	$825,000	4	2	2	2.0	837.0	LJ Hooker Kippax	1-macintyre-place-charnwood-act-2615
56493	Townhouse	2022-04-07	$1,159,000+	2022-07-08	Undisclosed	4	2	2	6.0	327.0	Bastion Property Group	4-1-judith-macintosh-crescent-taylor-act-2913
56498	House	2022-04-07	$600,000	2022-06-22	$625,000	3	1	1		1068.0	Henley Property - Jindabyne	13-church-road-cooma-nsw-2630
56500	Unit	2022-04-07	$680,000 to $720,000	2022-06-08	$680,000	4	2	2		251.0	Sails Real Estate	1-312-pacific-way-tura-beach-nsw-2548
56501	House	2022-04-07	Auction 07/05/2022	2022-05-05	Undisclosed	4	2	2	1.5	778.0	Ray White Canberra	5-etheridge-street-page-act-2614
