ListingId	UpdateOnDate	Address	NewPrice
172012630	2021-11-13	23-3-gordon-street-city-canberra	$47,000+
172012630	2021-11-14	23-3-gordon-street-city-canberra	$47,000+
172466653	2021-11-07	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-08	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-09	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-10	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-11	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-12	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-13	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172466653	2021-11-14	no-street-name-provided-strathnairn-canberra	$825,000-$875,000
172655539	2021-01-18	bowman-street-macquarie-canberra	$319,900+
172655539	2021-01-21	bowman-street-macquarie-canberra	$319,900+
172676960	2021-01-18	bowman-street-macquarie-canberra	$525,000+
172676960	2021-01-21	bowman-street-macquarie-canberra	$525,000+
172812960	2021-03-13	no-street-name-provided-harrison-canberra	$850,000
172812960	2021-03-18	no-street-name-provided-harrison-canberra	$850,000
173759694	2021-03-05	cirrus-2-bedroom-belconnen-canberra	$680,000+
173977774	2021-03-13	no-street-name-provided-wright-canberra	$999,000+
173977774	2021-03-18	no-street-name-provided-wright-canberra	$999,000+
173994916	2021-01-27	71-macleay-street-turner-canberra	$1,100,000
174388715	2021-03-13	republic-2-bedroom-belconnen-canberra	$541,900
174591104	2021-01-15	balcombe-terraces-construction-complete-2020-denman-prospect-canberra	$749,900
174591104	2021-01-18	balcombe-terraces-construction-complete-2020-denman-prospect-canberra	$749,900
174685175	2021-07-31	no-street-name-provided-throsby-canberra	$885,000+
175295907	2021-03-13	19-1-mulgara-loop-throsby-canberra	$579,900
175295907	2021-04-07	19-1-mulgara-loop-throsby-canberra	$599,900
175295907	2021-11-26	7-1-mulgara-loop-throsby-canberra	$749,000+
175295907	2021-11-27	7-1-mulgara-loop-throsby-canberra	$749,000+
175295907	2021-11-28	7-1-mulgara-loop-throsby-canberra	$749,000+
175295907	2021-11-30	7-1-mulgara-loop-throsby-canberra	By Negotiation
175295907	2021-12-01	7-1-mulgara-loop-throsby-canberra	By Negotiation
175295907	2021-12-02	7-1-mulgara-loop-throsby-canberra	By Negotiation
175298616	2021-03-05	no-street-name-provided-throsby-canberra	$749,000+
175398888	2021-11-15	1-55-stuart-street-griffith-canberra	$425,000
175398888	2021-11-16	1-55-stuart-street-griffith-canberra	$425,000
175398888	2021-11-17	1-55-stuart-street-griffith-canberra	$425,000
175398888	2021-11-18	1-55-stuart-street-griffith-canberra	$425,000
175398888	2021-11-19	1-55-stuart-street-griffith-canberra	$425,000
175400081	2021-11-23	no-street-name-provided-taylor-canberra	$1,099,000
175400081	2021-11-24	no-street-name-provided-taylor-canberra	$1,099,000
175400081	2021-11-25	no-street-name-provided-taylor-canberra	$1,099,000-$1,199,000
175400081	2021-11-26	no-street-name-provided-taylor-canberra	$1,099,000-$1,199,000
175400081	2021-11-27	no-street-name-provided-taylor-canberra	$1,099,000-$1,199,000
175400081	2021-11-28	no-street-name-provided-taylor-canberra	$1,099,000-$1,199,000
175710706	2021-02-07	balcombe-terraces-last-2-bedroom-town-home-available-in-balcombe-terraces-denman-prospect-canberra	$459,900
175716164	2021-05-11	no-street-name-provided-throsby-canberra	$370,888-$1,799,888
175954479	2021-01-08	34-18-glenmaggie-street-duffy-canberra	$479,000+
175962119	2021-04-21	50-148-flemington-road-harrison-canberra	$345,000 +
176048586	2021-01-15	east-gate-4-bedroom-terrace-denman-prospect-canberra	$609,900
176136628	2021-02-07	fairview-terraces-wright-4-bedroom-large-terrace-home-wright-canberra	$645,000
176346660	2021-04-21	jade-gungahlin-view-display-apartments-2-gribble-street-gungahlin-canberra	$480,000-$500,000
176422818	2021-02-17	aspen-village-1-bedroom-greenway-canberra	$300,900
176422818	2021-02-21	aspen-village-1-bedroom-greenway-canberra	$300,900
176535567	2021-02-10	jade-gungahlin-view-display-apartments-2-gribble-street-gungahlin-canberra	$530,000
