id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
119539	Apartment	2025-04-01	$540,000	2025-04-29	$540,000	3	1	1	5.0		MARQ Property	306-maclaurin-crescent-chifley-act-2606
119540	House	2025-04-01	$1,792,000	2025-05-29	$1,792,000	3	2	2	4.5		home.by holly	108-duffy-street-ainslie-act-2602
119546	House	2025-04-01	Price Guide $775,000	2025-04-30	Undisclosed	3	1	1		795.0	Raine & Horne Southern Highlands	22-koyong-close-moss-vale-nsw-2577
119551	House	2025-04-01	$620,000	2025-06-06	$587,000	2	1	2		1012.0	Belle Property Snowy Mountains	68-myack-street-berridale-nsw-2628
119552	Livestock	2025-04-01	$1,350,000	2025-05-30	$1,200,000	3	1	2		5.62	Smile Elite	298-the-bucketts-way-gloucester-nsw-2422-119552
119553	Land	2025-04-01	Auction 30th April 2025	2025-04-30	Undisclosed	0	0	0		967.0	Ian McNamee & Partners - Queanbeyan	40-gilmore-place-queanbeyan-nsw-2620-119553
119559	House	2025-04-01	$485,000 to $500,000	2025-06-27	$478,000	3	1	2			Smile Elite	247-magellan-street-lismore-nsw-2480
119560	House	2025-04-01	$645,000	2025-05-16	$632,500	3	1	1		606.0	Professionals Nowra	8-yeovil-drive-bomaderry-nsw-2541
119562	AcreageSemi-rural	2025-04-01	$1,300,000	2025-08-04	$1,300,000	4	3	3		18139.0	Dwyer Properties Sapphire Coast	49-tantawangalo-lane-tantawangalo-nsw-2550
119573	House	2025-04-01	Auction (unless sold prior)	2025-05-08	$620,000	4	3	0		556.0	Ray White Batemans Bay	11-heradale-parade-batemans-bay-nsw-2536
119579	House	2025-04-01	$1,270,000+	2025-06-04	Undisclosed	4	3	4	2.0	977.0	Luton Manuka	5-rawlings-place-fadden-act-2904
119583	House	2025-04-01	$675,000	2025-07-16	$650,000	3	2	2		588.0	Macarthur Real Estate Agency	51-heath-street-turvey-park-nsw-2650
119586	House	2025-04-01	$395,000	2025-05-07	Undisclosed	3	1	1		583.5	Ray White Wagga Wagga	3-oconnor-street-tolland-nsw-2650
119593	House	2025-04-01	$615,000	2025-06-02	$606,000	3	2	2		874.0	Fitzpatricks	116-mima-street-glenfield-park-nsw-2650
119598	House	2025-04-01	$699,000	2025-05-13	$682,500	3	1	2		759.0	Dwyer Properties Sapphire Coast	35-tura-beach-drive-tura-beach-nsw-2548
119600	House	2025-04-01	$745,000	2025-08-06	$720,000	3	1	3		626.0	Whale Coast Realty	9-william-street-dalmeny-nsw-2546
119602	House	2025-04-01	$915,000	2025-06-02	$900,000	5	2	2		743.0	PRD Wagga Wagga	88-barmedman-avenue-gobbagombalin-nsw-2650
119607	Townhouse	2025-04-02	Auction	2025-04-28	Undisclosed	3	2	2	5.5	417.0	Luton Manuka	28-govett-place-holder-act-2611
119610	Unit	2025-04-02	$320,000	2025-05-29	$320,000	1	1	2	4.0		LJ Hooker Belconnen	7188-hawker-place-hawker-act-2614
119611	House	2025-04-02	$1,090,000+	2025-05-27	$1,105,000	3	2	2	1.5	666.0	LJ Hooker Dickson	8-hedley-street-hackett-act-2602
119620	House	2025-04-02	1,100,000.00	2025-06-11	$1,100,000	4	2	2	4.5	679.0	MARQ Property	29-freda-bennett-circuit-nicholls-act-2913
119624	House	2025-04-02	Contact Agent	2025-06-06	$780,000	5	2	2		700.0	Ray White Goulburn	16-fitzpatrick-street-goulburn-nsw-2580
119629	House	2025-04-02	$725,000	2025-06-27	Undisclosed	3	2	2		562.0	Belle Property Batemans Bay	77-pacific-road-surf-beach-nsw-2536
119634	Apartment	2025-04-02	Auction 24/04/2025	2025-04-24	$1,287,500	3	3	2	5.0		LJ Hooker Dickson	1614240-bunda-street-city-act-2601
119636	Apartment	2025-04-02	By Negotiation	2025-08-26	$1,300,000	2	2	2	6.0		Luton Manuka	7-6-lady-nelson-place-red-hill-act-2603
119641	Apartment	2025-04-02	$380,000+	2025-05-16	Undisclosed	1	1	1	4.0		LJ Hooker Canberra City	7270-kings-canyon-street-harrison-act-2914
119644	Land	2025-04-02	$580,000	2025-04-30	$530,000	0	0	0		771.0	Raine & Horne Mollymook Milton	1-myrtle-forest-drive-milton-nsw-2538
119648	House	2025-04-02	$995,000	2025-05-13	$975,000	4	3	3		626.0	Fitzpatricks	6-beauty-point-avenue-turvey-park-nsw-2650
119649	Townhouse	2025-04-02	$720,000 +	2025-09-15	$735,000	3	2	2	2.0		Cream Residential	14-port-jackson-circuit-phillip-act-2606
119653	House	2025-04-02	$995,000	2025-06-20	$995,000	4	2	2		689.0	Blackshaw Real Estate Coastal	4-gosse-place-sunshine-bay-nsw-2536
119663	House	2025-04-02	AUCTION	2025-04-14	Undisclosed	4	3	2	4.5	636.0	McIntyre Property	67-paperbark-street-banks-act-2906
119664	Apartment	2025-04-02	$470,000	2025-05-30	$466,000	2	1	1	6.0		McIntyre Property	83116-easty-street-phillip-act-2606
119666	Apartment	2025-04-02	contact agent	2025-08-01	Undisclosed	2	1	1	6.0		home.by holly	9529-dawes-street-kingston-act-2604
119674	Apartment	2025-04-02	$420,000	2025-06-23	$420,000	2	2	2	5.0		home.by holly	7320-federal-highway-watson-act-2602
119675	House	2025-04-02	Price By Negotiation	2025-11-07	$2,650,000	5	3	2		767.0	Raine & Horne Mollymook Milton	7-riley-street-mollymook-nsw-2539
119676	Apartment	2025-04-02	Offers over $575,000	2025-06-13	$590,000	2	1	1	5.0		Sadil Quinlan	248-madigan-street-hackett-act-2602
119684	Unit	2025-04-02	Another SOLD by Irving Gunawan!	2025-06-16	Undisclosed	1	1	0			Smile Elite	g09-41-yattenden-crescent-baulkham-hills-nsw-2153-119684
119688	House	2025-04-03	contact agent	2025-04-26	Undisclosed	4	2	2	5.5	910.0	home.by holly	7-mclean-place-curtin-act-2605
119689	Townhouse	2025-04-03	$750,000	2025-04-11	$750,000	2	1	1	1.0	177.0	home.by holly	42-barnet-close-phillip-act-2606
119692	House	2025-04-03	Auction 24/04/2025	2025-04-24	$650,000	3	1	1	4.0	336.0	Ray White Canberra	38-noongale-court-ngunnawal-act-2913
119693	House	2025-04-03	Auction 26/04/2025	2025-04-26	Undisclosed	4	2	4	1.0	764.0	Ray White Canberra	85-william-webb-drive-mckellar-act-2617
119695	Townhouse	2025-04-03	Auction 01/05/2025	2025-04-11	$555,100	2	1	2	3.5		Ray White Canberra	8170-totterdell-street-belconnen-act-2617
119698	House	2025-04-03	Auction 10/05/2025	2025-05-10	$972,500	3	2	1	1.5	858.0	Ray White Canberra	6-roseworthy-crescent-farrer-act-2607
119699	Townhouse	2025-04-03	$930,500	2025-05-20	$930,500	3	2	2	5.0		MARQ Property	721-towns-crescent-turner-act-2612
119703	Unit	2025-04-03	$500,000+	2025-05-20	$490,000	2	2	2	6.0		Ray White Canberra	9875-elizabeth-jolley-crescent-franklin-act-2913
119704	House	2025-04-03	$1,050,000+	2025-05-28	Undisclosed	5	2	2	4.5	653.0	LJ Hooker Gungahlin	56-hollingsworth-street-gungahlin-act-2912
119705	House	2025-04-03	$825,000+	2025-04-29	$825,000	3	2	2	6.0		Morrissey Property	132-pro-hart-avenue-strathnairn-act-2615
119706	House	2025-04-03	$1,235,000	2025-05-14	$1,225,000	4	3	6		2.0	LJ Hooker Malua Bay	8-tall-trees-place-long-beach-nsw-2536
119707	House	2025-04-03	Sold By Sam $1,265,000	2025-05-23	$1,265,000	5	3	2	3.0	806.0	MARQ Property	3-ryle-place-flynn-act-2615
119709	Townhouse	2025-04-03	$726,000	2025-05-09	$726,000	3	2	2	4.5		Morrissey Property	322-lander-crescent-amaroo-act-2914
119711	House	2025-04-03	$669,000+	2025-06-03	$672,500	3	1	1	1.0	437.0	LJ Hooker Tuggeranong	4-burhop-close-theodore-act-2905
119714	Apartment	2025-04-03	$485,000+	2025-06-30	$485,000	2	2	1	6.0		Morrissey Property	1204120-eastern-valley-way-belconnen-act-2617
119717	House	2025-04-03	$1,200,000	2025-05-15	$1,150,000	4	3	2		930.0	PRD Wagga Wagga	28-balmoral-crescent-lake-albert-nsw-2650
119719	House	2025-04-03	$1,150,000 - $1,200,000	2025-04-10	$1,200,000	4	2	2	0.0	2532.0	My Agent Team	2-spotted-gum-place-north-batemans-bay-nsw-2536
119721	DuplexSemi-detached	2025-04-03	Auction 01/05/2025	2025-05-01	$862,000	4	2	2	4.5		Ray White Canberra	10a-treharne-place-melba-act-2615
119723	Apartment	2025-04-03	$740,000 +	2025-06-20	$740,000	3	2	2	5.5		Cream Residential	22-eldridge-crescent-garran-act-2605
119724	Unit	2025-04-03	$520,000	2025-08-12	$520,000	3	1	1		206.0	Macarthur Real Estate Agency	1-7-bentley-place-wagga-wagga-nsw-2650
119727	Apartment	2025-04-03	$498,888+	2025-05-14	$503,000	2	2	2	6.0		LJ Hooker Canberra City	1177-gozzard-street-gungahlin-act-2912
119729	Townhouse	2025-04-03	$1,275,000	2025-08-18	$1,275,000	3	2	2			Blackshaw Real Estate Coastal	239-imlay-street-broulee-nsw-2537
